0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.032052577,0.019989379,-0.05797602,0.13174103,-0.28157443,0.16928512,0.088599004,0.19751115,-0.19231638,-0.014280944,-0.46037418,0.22212873,0.095996074,0.41303682,-0.098264456,-0.22549286,0.1290256,-0.44929305,-0.18585782,-0.0824804,-0.08092652,0.16536403,0.054536417,0.27898028,0.1463442,-0.03846239,-0.28269443,0.12803918,-0.14766692,-0.17643741,-0.101266295,-0.10595651,0.14145195,-0.057028905,0.04679401,-0.1642891,0.17057596,-0.48939407,0.13161966,0.21261358,0.08434285,0.031458635,0.51311594,-0.19579293,0.06546758,0.01278298,0.14698318,0.19137992,0.4046447,-0.14995767,-0.11709868,-0.63556665,-0.05711981,0.09490283,0.15709025,-0.12293743,-0.121150225,0.17767765,-0.1705912,0.3247167,-0.006686971,-0.045766972,-0.28295168,0.12843643,0.28991315,0.0032781623,0.16432647,-0.1425053,-0.20350046,0.12987897,-0.010626566,-0.06015204,-0.084962085,-0.12606464,0.04199272,-0.19985415,0.03960821,-0.092273,-0.12610583,-0.15288828,0.08237303,-0.032509122,-0.049953606,0.020514065,-0.3378374,0.1884107,-0.043780435,-0.26620972,-0.073022634,0.002130551,-0.37989855,0.37222454,0.03164734,-0.18344039,0.09536899,-0.16649483,0.04711876,0.18165015,-0.14200412,-0.08781956
0.039411448,0.023138983,-0.060045816,0.14310707,-0.31172,0.18740061,0.09716286,0.22075284,-0.2147678,-0.014872866,-0.5071313,0.24887982,0.10561353,0.45787415,-0.11015378,-0.24932523,0.14232826,-0.4993773,-0.20204787,-0.092744455,-0.08530262,0.18509926,0.058025487,0.3129662,0.1648705,-0.037781764,-0.31735712,0.14568135,-0.16304663,-0.19689186,-0.111813195,-0.11899955,0.15490434,-0.06251327,0.04986897,-0.187964,0.1922711,-0.5388033,0.13985774,0.23887105,0.09289566,0.037131187,0.57133484,-0.21813749,0.073385894,0.01812804,0.16393924,0.21562022,0.44910988,-0.16509226,-0.12812506,-0.70779645,-0.06775647,0.101545826,0.17983687,-0.13993047,-0.13500059,0.19663793,-0.1904362,0.36158377,-0.00578474,-0.0457423,-0.31775236,0.14382976,0.31922078,0.005518893,0.18194768,-0.15626056,-0.23334542,0.14308274,-0.008494599,-0.07058845,-0.09287666,-0.14108725,0.048133805,-0.22282127,0.042842,-0.105258204,-0.13991466,-0.17002141,0.08991836,-0.037676066,-0.054873142,0.024799239,-0.3756335,0.21122451,-0.050276905,-0.29689097,-0.08119323,0.0025207256,-0.4183945,0.4143388,0.03540542,-0.204868,0.10832852,-0.18601649,0.048574273,0.20064476,-0.159994,-0.09837027
0.01550906,0.0070873317,-0.024232296,0.055371933,-0.119773395,0.07236284,0.038224965,0.08568289,-0.08221437,-0.0026055758,-0.1957077,0.09369696,0.040022913,0.17461643,-0.041872367,-0.09469242,0.053531107,-0.19175503,-0.07946534,-0.034558207,-0.031899203,0.07110719,0.023458075,0.11944885,0.0641888,-0.016790478,-0.12261663,0.055154283,-0.06344141,-0.075830765,-0.042672254,-0.044214398,0.059434306,-0.022256434,0.021194184,-0.068493515,0.07180327,-0.20891713,0.054894883,0.091847464,0.035092417,0.013773283,0.2175269,-0.08289076,0.027967319,0.006026392,0.06001878,0.08126557,0.17245376,-0.061813116,-0.048959177,-0.27037576,-0.027287995,0.04027959,0.067853816,-0.053609993,-0.05511072,0.077325985,-0.074881464,0.13659675,-0.0026908468,-0.019927287,-0.122971594,0.05404231,0.12077397,0.0055648703,0.07047761,-0.060429428,-0.087962516,0.053127527,-0.004628648,-0.026125796,-0.036873993,-0.05117632,0.018319303,-0.08404959,0.015398651,-0.03980523,-0.054817606,-0.065835774,0.032805968,-0.016461492,-0.020744437,0.006294713,-0.14493579,0.078454144,-0.018320916,-0.111790225,-0.031583264,-0.0021026286,-0.16020794,0.15915708,0.012214227,-0.07896546,0.04076276,-0.07087541,0.018669372,0.07626901,-0.060700685,-0.035576366
0.032720853,0.022663178,-0.05897134,0.13469505,-0.29338634,0.17710489,0.091002084,0.20700897,-0.2006197,-0.016398089,-0.4763899,0.23271966,0.10003557,0.42988205,-0.10320632,-0.2336751,0.13482714,-0.4691724,-0.19146205,-0.087123156,-0.08292536,0.17029263,0.054932367,0.29104105,0.15316279,-0.03844198,-0.2963194,0.13535963,-0.15412177,-0.18468833,-0.10502898,-0.110063724,0.14551762,-0.05812217,0.049591698,-0.17312819,0.17753011,-0.50850165,0.13472794,0.22189589,0.08802201,0.03368538,0.5362245,-0.2040609,0.06690166,0.015924647,0.15340064,0.1988914,0.4220877,-0.15482923,-0.12205252,-0.6634446,-0.060069904,0.0982081,0.16467597,-0.13023561,-0.12706901,0.18418398,-0.17717816,0.33854073,-0.005042412,-0.04623362,-0.2963018,0.13555177,0.300633,0.0042015915,0.17041472,-0.14927402,-0.21568784,0.13480525,-0.008683411,-0.064900644,-0.087905675,-0.13284801,0.04312042,-0.20966266,0.03855076,-0.09794447,-0.13256651,-0.15806988,0.0882516,-0.03511781,-0.05345994,0.02257475,-0.35198542,0.19892564,-0.047835603,-0.27756956,-0.074652426,0.0025661902,-0.39483517,0.38853696,0.033762034,-0.19132282,0.10055845,-0.1743107,0.046897914,0.18848272,-0.14792672,-0.09332259
0.028416093,0.013724164,-0.04036578,0.1008743,-0.2121279,0.1293988,0.07112608,0.15168712,-0.14779706,-0.009028912,-0.3513963,0.1665918,0.0742539,0.31478444,-0.0768526,-0.17157504,0.09715611,-0.3442838,-0.14232793,-0.06485738,-0.058430217,0.12727894,0.042265024,0.21251683,0.11290224,-0.026783293,-0.2214661,0.10056884,-0.11187408,-0.13299851,-0.080819964,-0.081334844,0.10753767,-0.039590597,0.03307369,-0.13007778,0.13205554,-0.37448826,0.10113001,0.16056691,0.06589601,0.02185021,0.3951082,-0.15282378,0.05517602,0.01127234,0.11498857,0.14540532,0.3120427,-0.11813581,-0.08965997,-0.48834872,-0.044366114,0.073256865,0.1246422,-0.09208771,-0.095050514,0.13795441,-0.12905605,0.25124392,-0.0048808097,-0.03173801,-0.2190481,0.098784395,0.21916057,0.005920598,0.12583373,-0.11113026,-0.16344276,0.100083664,-0.007236059,-0.046793457,-0.06283052,-0.09803926,0.032294832,-0.15452485,0.029842485,-0.0745212,-0.09684773,-0.117568545,0.062194254,-0.02708007,-0.039813172,0.016543731,-0.2593599,0.1425807,-0.032864165,-0.20553085,-0.056875516,1.693353e-05,-0.29069272,0.28513297,0.021444976,-0.14087127,0.07780991,-0.127896,0.035187174,0.13959037,-0.10713906,-0.067012616
0.023081481,0.013948538,-0.039063305,0.09137344,-0.19204961,0.115520515,0.0630438,0.13442746,-0.12901276,-0.0051330086,-0.31516013,0.14780693,0.06521511,0.27909714,-0.0678995,-0.15487498,0.086430445,-0.3075122,-0.12308031,-0.054152723,-0.053941768,0.112341784,0.036743034,0.19137087,0.102038026,-0.025657035,-0.19526294,0.08538829,-0.10068893,-0.12073974,-0.07078326,-0.07472461,0.094959736,-0.039580278,0.030455444,-0.11366795,0.115481585,-0.33467242,0.088390164,0.14472139,0.056963176,0.021063685,0.35325137,-0.13227952,0.04607795,0.008715933,0.10031614,0.13076915,0.2760892,-0.10596726,-0.08134545,-0.43184656,-0.04121878,0.060061608,0.111593366,-0.084240615,-0.08456643,0.123300955,-0.117515005,0.2241546,-0.0056861383,-0.028847696,-0.19418077,0.0866992,0.19625387,0.0025014542,0.11448751,-0.09633517,-0.14494203,0.08764743,-0.00854053,-0.043531388,-0.057869375,-0.08409534,0.031632766,-0.13530612,0.025615048,-0.063612655,-0.086862534,-0.104757935,0.056147747,-0.022467643,-0.031550325,0.014685048,-0.23321238,0.12969632,-0.028140284,-0.18471174,-0.050470714,0.00018615341,-0.25727075,0.2531318,0.022833318,-0.12599444,0.064318,-0.1117592,0.032658543,0.12230124,-0.09892446,-0.059715416
0.0368368,0.022628982,-0.057803527,0.13829361,-0.293281,0.17868552,0.092672154,0.20872119,-0.20305629,-0.012243952,-0.481448,0.23398162,0.10070432,0.43523753,-0.10103472,-0.23733237,0.13705154,-0.47375044,-0.19407241,-0.08576924,-0.08201601,0.17412418,0.056716856,0.2980111,0.1546822,-0.036909588,-0.30044335,0.13523202,-0.15198927,-0.18410173,-0.109211795,-0.113030024,0.14632745,-0.05963955,0.049535383,-0.17628494,0.1797688,-0.5131219,0.13807009,0.22539997,0.08933585,0.031405948,0.5394398,-0.20764205,0.07055971,0.020358784,0.15650642,0.20025754,0.42365292,-0.15507293,-0.12074956,-0.6700041,-0.06521415,0.09646614,0.16795655,-0.12914985,-0.12853551,0.18635966,-0.17906635,0.34319475,-0.0073688263,-0.042886067,-0.29805985,0.13718428,0.3047165,0.005324604,0.17174955,-0.15156814,-0.2153615,0.1384558,-0.009288357,-0.06440579,-0.09064966,-0.13338278,0.042977642,-0.20955056,0.040773537,-0.1001048,-0.132821,-0.1597371,0.085568994,-0.03246335,-0.0515562,0.022338584,-0.3580184,0.20157827,-0.04470177,-0.28041488,-0.07658861,0.0036974675,-0.39598742,0.39254558,0.03283967,-0.19448437,0.102623634,-0.1773536,0.048608918,0.19070874,-0.14864573,-0.0935141
0.035919633,0.020649508,-0.052931096,0.12498527,-0.26719454,0.16296783,0.08630514,0.1895244,-0.18430883,-0.011105762,-0.4420373,0.21139814,0.09288305,0.39535418,-0.09342245,-0.21608046,0.1239432,-0.42988083,-0.17658894,-0.082283296,-0.076653644,0.1584745,0.05127142,0.26886785,0.14248736,-0.034296922,-0.2728007,0.123545796,-0.1416135,-0.16750354,-0.09746701,-0.102344744,0.13460109,-0.053996094,0.04515293,-0.15854725,0.16565022,-0.46953303,0.1273254,0.202658,0.08174441,0.028525885,0.49329317,-0.18778536,0.06604582,0.016249929,0.14549418,0.18251799,0.38910902,-0.14379613,-0.115717486,-0.61228,-0.05666187,0.08862022,0.15430444,-0.11559599,-0.119042866,0.1712016,-0.16379865,0.31110266,-0.0060137096,-0.0414225,-0.27337787,0.12151167,0.27768594,0.004856966,0.1559029,-0.13771625,-0.19900806,0.1251235,-0.010273672,-0.060500015,-0.07847851,-0.11943157,0.04031448,-0.19104913,0.03834244,-0.08796039,-0.12248087,-0.1480072,0.07951468,-0.033128664,-0.044634055,0.021372,-0.326293,0.18012658,-0.039708093,-0.25691906,-0.06970687,0.0017086507,-0.36248973,0.3589118,0.029776253,-0.17536663,0.091326185,-0.15764138,0.04533117,0.17303173,-0.13981947,-0.08548362
0.02488127,0.012185507,-0.03747626,0.092927314,-0.19974427,0.119661674,0.06385784,0.139401,-0.13425216,-0.009100498,-0.3259918,0.1595672,0.06610105,0.29445836,-0.07241089,-0.15746044,0.090148166,-0.31897268,-0.13214883,-0.05542346,-0.0537855,0.11971916,0.036543533,0.19989115,0.10377335,-0.024441322,-0.20133263,0.09502493,-0.10275179,-0.12221254,-0.07237467,-0.07585828,0.09942532,-0.041402627,0.032061428,-0.1208018,0.12329705,-0.34507185,0.09118441,0.15054402,0.059619296,0.02424691,0.36707696,-0.13823503,0.047392443,0.011632427,0.105959445,0.13601789,0.28834876,-0.10609035,-0.08232418,-0.45529705,-0.046627052,0.066052444,0.11514562,-0.08614561,-0.08640606,0.12932773,-0.12033122,0.2320974,-0.0057465676,-0.030613346,-0.20419165,0.09006207,0.20461987,0.0023599626,0.11706846,-0.10149805,-0.145826,0.09155467,-0.0076331217,-0.043836292,-0.0582877,-0.08785472,0.03210531,-0.1418663,0.028669396,-0.06865807,-0.09303945,-0.1118321,0.05404596,-0.023796275,-0.033765968,0.011476925,-0.2405362,0.1376096,-0.03024732,-0.18813074,-0.05737687,-0.0021682638,-0.27177545,0.2665673,0.021209298,-0.12986873,0.06896397,-0.120322324,0.031866696,0.1286959,-0.09964523,-0.0618267
0.036919214,0.020475514,-0.057208087,0.13151398,-0.29088068,0.17204133,0.091784,0.20367748,-0.19538398,-0.011768779,-0.47107846,0.22568396,0.097672075,0.42122677,-0.10323106,-0.23044927,0.13288778,-0.46178797,-0.18714921,-0.0861103,-0.081809774,0.17023472,0.05384867,0.28538263,0.15197149,-0.037452336,-0.29075646,0.13294862,-0.15127218,-0.17848736,-0.10472432,-0.110256076,0.1451332,-0.057575867,0.046375077,-0.17156376,0.17574993,-0.50167364,0.13539764,0.21780023,0.08601294,0.032871492,0.52741766,-0.19911058,0.06761209,0.013082498,0.1484679,0.19689837,0.41296563,-0.15235436,-0.12163748,-0.65242404,-0.06022117,0.09864387,0.16444136,-0.12855858,-0.12464484,0.1845976,-0.1749063,0.3322475,-0.0051676985,-0.04684997,-0.2902985,0.13152006,0.29607257,0.0045084236,0.1675491,-0.14432901,-0.20975281,0.13349788,-0.010982547,-0.063673005,-0.087155916,-0.12863168,0.041167423,-0.20600913,0.038851764,-0.09517338,-0.13114266,-0.15849333,0.0841233,-0.033159263,-0.05092835,0.021034516,-0.34575927,0.19368151,-0.045959912,-0.27253246,-0.075894386,-0.0034272382,-0.3859557,0.38006255,0.030392699,-0.18901737,0.09620562,-0.16965665,0.04951828,0.1851686,-0.14424744,-0.08827715
